"logFC","logCPM","F","PValue","FDR","dmel_gene","treatment","tissue"
-0.0309639189109268,4.58487431813198,0.0419908489081965,0.839165155696943,0.954845811462814,"Ubc7","Response","Fat Body"
-0.0512171264304941,3.95466866645828,0.0414092006838811,0.84026701787823,0.955770288958149,"CG43346","Response","Fat Body"
-0.0321982764901665,4.9922448603748,0.041359089048017,0.840362324906048,0.955770288958149,"Top3beta","Response","Fat Body"
-0.0388920402998052,4.57859986940035,0.0411270050715652,0.840804511187121,0.956053398152789,"Ptpa","Response","Fat Body"
-0.0587462609159183,2.84453691586289,0.0410266828983755,0.840996056213693,0.956053398152789,"Hsc20","Response","Fat Body"
0.0694933309842072,3.00541734781637,0.0407152597818917,0.841592216247769,0.956340750878823,"CG15073","Response","Fat Body"
-0.0264645543284349,6.04715195764058,0.0406936093991572,0.841633749968423,0.956340750878823,"Las","Response","Fat Body"
0.0588744731467931,3.6289691987546,0.0405047782413467,0.841996489619171,0.956534192253694,"Ino80","Response","Fat Body"
-0.0311835371698965,6.4571965498911,0.0402528955449168,0.842481723692609,0.95666751949399,"Ntf-2","Response","Fat Body"
-0.0259383208884577,5.99258805636637,0.0402439911486683,0.842498906280077,0.95666751949399,"mEFTu2","Response","Fat Body"
0.0739695178217355,4.69944281982789,0.0399713050876478,0.843032553765308,0.957054777166967,"Ptp10D","Response","Fat Body"
0.0978130371296714,3.70741715185863,0.0392117628075209,0.844504362463506,0.958506664477195,"Cog3","Response","Fat Body"
0.0863910505480307,1.49337743550163,0.0390728431169492,0.84477634943421,0.958596410216622,"Imp","Response","Fat Body"
0.0539046691530986,3.77161892928008,0.0385766329257541,0.845751995705578,0.959339758324889,"CG32857.CG33502.CG32500","Response","Fat Body"
-0.0559956487308686,3.00278964265936,0.0385434028079439,0.845817565148187,0.959339758324889,"kto","Response","Fat Body"
-0.0467610674528444,4.07117223426371,0.0382557972671328,0.846386298843839,0.959765750560255,"Arp6","Response","Fat Body"
0.056202730483348,2.90380425699873,0.0380031301856087,0.846887779216953,0.95979186366405,"Asx","Response","Fat Body"
0.0434538252008681,5.0148258980564,0.0379646466121896,0.846964311283037,0.95979186366405,"CG5412","Response","Fat Body"
0.0267138474788825,5.36810448444606,0.0378705675042528,0.847151575784965,0.95979186366405,"CG10338","Response","Fat Body"
0.0385425158449462,9.83417960706184,0.0378553188961072,0.847181950901695,0.95979186366405,"RpL3","Response","Fat Body"
0.0302569358771175,4.5030356044564,0.0375626700804661,0.847766141657212,0.960076692466637,"CG14480","Response","Fat Body"
0.103177876212054,6.90286599556208,0.0374617670764651,0.848022477509479,0.960076692466637,"prc","Response","Fat Body"
0.0910966752167534,1.97451453459995,0.0373697530421492,0.848152539947524,0.960076692466637,"Obp93a","Response","Fat Body"
-0.26965146900541,1.38750421214267,0.0371922810979718,0.84853224824163,0.960076692466637,"E(spl)mbeta-HLH","Response","Fat Body"
-0.0338276677005894,4.22759293228277,0.0371758806331664,0.848541896859513,0.960076692466637,"pns","Response","Fat Body"
-0.0618641541812575,3.54999292049643,0.141855190250686,0.848745912398077,0.960076692466637,"CG17249","Response","Fat Body"
0.332950437588737,2.2915223230191,0.0371042681404436,0.848785854297833,0.960076692466637,"RpL22-like","Response","Fat Body"
0.228490666045628,4.41684787845711,0.0369665206007322,0.849082293421536,0.960193426493312,"CG10877","Response","Fat Body"
-0.054986591344672,6.94584926490062,0.0367928724730146,0.84931420894961,0.960237156830628,"Vps13","Response","Fat Body"
-0.112249544809175,1.07012807872117,0.0366842406659618,0.849534017111602,0.960267181762409,"CG15107","Response","Fat Body"
0.134038919101971,1.76452740744375,0.0364234691444218,0.85006305105709,0.960552226324578,"hoe1","Response","Fat Body"
0.0387461509817954,6.70638688715363,0.0363694877976397,0.850172809695209,0.960552226324578,"ATPsynCF6","Response","Fat Body"
0.0623523198638396,3.96370870476738,0.0356843314491754,0.85157332853534,0.961915860307366,"CG13252","Response","Fat Body"
0.0423859745100738,10.8512477265947,0.0355647783539734,0.851819129999949,0.961974831129488,"Tpi","Response","Fat Body"
-0.0466897184181196,5.68164398260655,0.0353658170363423,0.852229146466567,0.962219184001902,"mRpL49","Response","Fat Body"
0.11987791071997,1.44663270104875,0.0352621688343724,0.852443216815816,0.962242240880916,"Rrp42","Response","Fat Body"
0.0353126607203247,7.34191026232031,0.0349952122846245,0.852996083100787,0.962647635005181,"CG13220","Response","Fat Body"
-0.0309235278584984,4.15489720000414,0.0348663437197511,0.853263751595439,0.962731058509931,"EloA","Response","Fat Body"
0.0381173570663296,4.36955897992051,0.0344517648194599,0.854128353390833,0.96326885958469,"RN-tre","Response","Fat Body"
-0.0731427407811288,2.71276686218507,0.0344171705152194,0.854200742583,0.96326885958469,"WRNexo","Response","Fat Body"
0.0397698815161145,5.07748904080568,0.034298507900026,0.85444933289111,0.96326885958469,"CG10660","Response","Fat Body"
0.0688473067904122,1.8221327238921,0.0342141940914792,0.854626235441775,0.96326885958469,"CG13005","Response","Fat Body"
0.0692293793076723,1.81000011448369,0.0341744605462578,0.854709680400261,0.96326885958469,"Ccdc58","Response","Fat Body"
-0.0381846207375367,3.8497892592568,0.0340060148782001,0.855063994452101,0.963429644923945,"lin-52","Response","Fat Body"
-0.0383090302210028,6.77030303529471,0.0338848259124329,0.855319469464885,0.963429644923945,"Tsp42Ee","Response","Fat Body"
-0.0403211712265327,3.64814199990878,0.0338305645581715,0.855434009540037,0.963429644923945,"CG11722","Response","Fat Body"
0.0561995545346707,2.6219556672705,0.0336421637994394,0.855832443841891,0.963659962259315,"CG45049","Response","Fat Body"
-0.0838635944042814,2.21381527993883,0.0334543705370383,0.856230743991455,0.96375726362425,"CG13604","Response","Fat Body"
0.0329087018689874,8.49632983980315,0.0334185890956147,0.856306765727724,0.96375726362425,"ND-39","Response","Fat Body"
0.0405114028343536,4.56447841229331,0.0331389891641671,0.856902263242552,0.963827962660736,"EndoG","Response","Fat Body"
0.0404398974146717,10.8176142472626,0.0329615510023082,0.857281523189936,0.963827962660736,"CG5885","Response","Fat Body"
-0.0277999519610412,7.07137287690616,0.0327625775412116,0.857708070906737,0.963827962660736,"Uba5","Response","Fat Body"
0.0324915541394038,5.73303654470924,0.0327237811466379,0.857791396243177,0.963827962660736,"beg","Response","Fat Body"
-0.0353531817395848,3.92807226285569,0.0326240502408853,0.858005828930442,0.963827962660736,"Ada3","Response","Fat Body"
-0.133390632584513,5.78027036246668,0.0325574557702289,0.858235369337924,0.963827962660736,"rgr","Response","Fat Body"
-0.090974895181078,1.08823740720985,0.0325111403926018,0.85824900718691,0.963827962660736,"CG4565","Response","Fat Body"
0.0288445598274558,5.91743325730111,0.0324497326587363,0.858381446642705,0.963827962660736,"Scox","Response","Fat Body"
-0.0307581429156996,7.49108666523119,0.0323873126748336,0.858516202053516,0.963827962660736,"CG4995","Response","Fat Body"
-0.053784966557673,3.00086407361707,0.0322903498486048,0.858725796740396,0.963827962660736,"MAPk-Ak2","Response","Fat Body"
0.0445018208984412,5.63615033595661,0.0322829800894267,0.858741740490313,0.963827962660736,"Ire1","Response","Fat Body"
-0.0937187013399839,2.80032949953714,0.032246804280207,0.858820030586937,0.963827962660736,"Blos2","Response","Fat Body"
0.0229700909221308,4.11030627580555,0.0318831292303368,0.859609614914952,0.963827962660736,"Mad1","Response","Fat Body"
0.329779086553065,2.57464025010054,0.0318856308008471,0.859710646613466,0.963827962660736,"CG14957","Response","Fat Body"
-0.0436193632424902,10.5256367538807,0.0316407510309453,0.860138434608082,0.963827962660736,"AGBE","Response","Fat Body"
0.031538430482202,5.06242163743352,0.0315653182097683,0.860303440153205,0.963827962660736,"RtcB","Response","Fat Body"
0.0488422361692803,4.02998398584762,0.0315183619660603,0.860406257437919,0.963827962660736,"cbc","Response","Fat Body"
-0.023833080104808,5.81548456046723,0.0314649236261357,0.86052336444796,0.963827962660736,"anne","Response","Fat Body"
0.107984411587101,4.75111556776121,0.0314732438936886,0.860562850874276,0.963827962660736,"alpha-Est10","Response","Fat Body"
-0.0468665038725996,5.31561354180305,0.0313694088135222,0.860732935673311,0.963827962660736,"LSm7","Response","Fat Body"
0.0422518956493691,8.338718670136,0.0312999817063466,0.860885474094802,0.963827962660736,"Pcyt1","Response","Fat Body"
0.0380013911512751,4.97542885837594,0.0312910203073284,0.86090517592283,0.963827962660736,"CG2540","Response","Fat Body"
0.0226683230578958,10.1725480440219,0.0312072322451976,0.861089526880035,0.963827962660736,"AspRS","Response","Fat Body"
0.127098671621935,5.62169923131093,0.0311931612487619,0.861202268111899,0.963827962660736,"CG12643","Response","Fat Body"
-0.0234644407841408,5.69738129991205,0.0310874210391911,0.861353580569507,0.963827962660736,"CSN6","Response","Fat Body"
0.0388860139074919,5.82602732453321,0.0310606037370255,0.861412755519487,0.963827962660736,"CG7718","Response","Fat Body"
0.0246742963529555,6.01982283785451,0.030938830586251,0.861681791936405,0.963884145990896,"CG42271","Response","Fat Body"
0.0269947844563329,6.46317539985164,0.0308306889743305,0.861921170317754,0.963884145990896,"CG10778","Response","Fat Body"
0.0249615107967711,4.8858604825178,0.0307748660947144,0.862044907382479,0.963884145990896,"4E-T","Response","Fat Body"
-0.0310504763600427,9.67729220762354,0.0304274122289771,0.862817691080845,0.964418750694832,"FBgn0196617","Response","Fat Body"
0.0385145185504597,6.97622070248763,0.0303855062207207,0.862911202573802,0.964418750694832,"ND-30","Response","Fat Body"
-0.288240219833335,6.12139807864286,0.0303316823209545,0.863143295588674,0.964461217850263,"CG15406","Response","Fat Body"
-0.0330480147816515,7.23714023009491,0.0301150073639915,0.863516416249775,0.964661212307809,"Chchd3","Response","Fat Body"
0.0381705387954555,5.40153706849564,0.0299880772694051,0.863801375579921,0.964762651215246,"Arpc5","Response","Fat Body"
0.0791838881931795,3.96338403681531,0.0298407746446274,0.864143205167214,0.964908727426386,"CG32075","Response","Fat Body"
-0.0363047477447212,3.35564338724695,0.0297182729764242,0.86440916165813,0.964908727426386,"CG31251","Response","Fat Body"
-0.299434746072157,5.38106261305721,0.0296809566895774,0.864604096773962,0.964908727426386,"CG42235","Response","Fat Body"
0.0204203516257118,6.16598800802175,0.0295634388199609,0.864759240251278,0.964908727426386,"CG2701","Response","Fat Body"
0.142952295585239,3.65439903443044,0.029411750821579,0.865174667561335,0.964908727426386,"CG13506","Response","Fat Body"
-0.0436765601466855,3.46938018473753,0.029230396278475,0.865515462113425,0.964908727426386,"mtTFB2","Response","Fat Body"
-0.0359588029790943,3.81343550626388,0.0292183197381212,0.865542966850249,0.964908727426386,"JMJD7","Response","Fat Body"
-0.0334212514499204,6.38663736807316,0.0291000465731078,0.865812648174362,0.964908727426386,"Drice","Response","Fat Body"
0.0434767869237854,4.81422959651907,0.0289900512126001,0.866063961942075,0.964908727426386,"CG2991","Response","Fat Body"
-0.0266162454994925,4.94745954610779,0.0289216258994125,0.866220545671481,0.964908727426386,"Ide","Response","Fat Body"
0.0458501845170364,4.63730372157497,0.028898365758147,0.866273817363028,0.964908727426386,"CG32708","Response","Fat Body"
0.114571721703581,3.23890441024146,0.0287820676505098,0.866579164410188,0.964908727426386,"CG9801","Response","Fat Body"
-0.0501915152538143,2.68016574569705,0.028703150773834,0.866721782831894,0.964908727426386,"d4","Response","Fat Body"
-0.0471566004146537,5.13894233422593,0.0286010596585644,0.86695667903707,0.964908727426386,"eco","Response","Fat Body"
0.0279898709309957,5.56400310253469,0.0285810078386678,0.867002865930642,0.964908727426386,"CG12237","Response","Fat Body"
-0.0465110945126688,3.45380152019858,0.0870076407781576,0.867114544259176,0.964908727426386,"Usp12-46","Response","Fat Body"
-0.0376699274636545,6.1177767591843,0.0284069700103234,0.86740444332081,0.964908727426386,"CG1578","Response","Fat Body"
-0.0351972938683145,2.94434124080439,0.0283969908876238,0.867427507630039,0.964908727426386,"CG4230","Response","Fat Body"
0.339962221053316,1.14218490214357,0.0280403569619701,0.868293882012421,0.965272517201533,"CG12477","Response","Fat Body"
0.0309586600990291,4.69419893614356,0.0280191885796541,0.868303794407537,0.965272517201533,"Pgam5","Response","Fat Body"
0.0340386898026634,5.19556897462714,0.0279841222300967,0.868385435942704,0.965272517201533,"Ent1","Response","Fat Body"
-0.0738905256301717,2.81298869119402,0.0279214071373992,0.868531580681838,0.965272517201533,"CG15141","Response","Fat Body"
0.0196570611081715,5.71693619819908,0.027586085742599,0.869315859831907,0.965887864289994,"CG17565","Response","Fat Body"
0.0207693089888851,5.43089941211566,0.0275187152564207,0.869474022332288,0.965887864289994,"lola","Response","Fat Body"
-0.0217673485221581,6.71899667911465,0.0273030621587427,0.869981644180692,0.966162536632689,"Sk2","Response","Fat Body"
0.188339591432917,1.90176066549516,0.0271207241132898,0.870439318334052,0.966162536632689,"Cdk1","Response","Fat Body"
0.0439986809892736,6.34028673430333,0.0269820610060663,0.870741075963597,0.966162536632689,"l(2)SH0834","Response","Fat Body"
0.0318203032677186,3.18157439560527,0.0269449140299649,0.870829258258314,0.966162536632689,"Coq9","Response","Fat Body"
-0.0359841434925598,3.37752829608978,0.0268230798289995,0.871118916839588,0.966162536632689,"wun","Response","Fat Body"
0.0534069937002236,4.14835076272946,0.0267644502735773,0.871258548500564,0.966162536632689,"CG34459","Response","Fat Body"
-0.0463107306437788,2.51744850567343,0.0267596140786982,0.871270073356247,0.966162536632689,"CG7668","Response","Fat Body"
0.0275256947616017,4.97696221096567,0.0267385828853379,0.871320204025871,0.966162536632689,"Mapmodulin","Response","Fat Body"
-0.0666219846197022,3.07658534653144,0.101701854302285,0.871607915260193,0.966162536632689,"CG14621","Response","Fat Body"
0.0323340463735858,3.35005503197337,0.0265938866893445,0.871665657420879,0.966162536632689,"Spt7","Response","Fat Body"
-0.124886245821651,1.55308409736058,0.0263822462038592,0.872172680082238,0.966508931161606,"CG33107","Response","Fat Body"
-0.0280350155728359,4.88724782300607,0.0262980277012164,0.872375021497324,0.966517610216322,"CG12025","Response","Fat Body"
-0.49250905451787,1.0233617603648,0.0260143181813748,0.873093732516807,0.96709825164423,"topi","Response","Fat Body"
-0.0319938761314425,2.55876071309779,0.02583166057643,0.873501577659057,0.967177023267748,"CG4282","Response","Fat Body"
-0.246180624575922,3.87905780947747,0.0257970897045247,0.87368847090095,0.967177023267748,"CG31272","Response","Fat Body"
-0.0374101984833743,2.76144335550115,0.0257299004349561,0.87374877388789,0.967177023267748,"IntS12","Response","Fat Body"
-0.177487050116351,0.776092552284822,0.0252904439829653,0.8748221108163,0.967779546031648,"eIF4E6","Response","Fat Body"
-0.0422349122209896,2.9390669726892,0.025270237149725,0.874871693647858,0.967779546031648,"AlkB","Response","Fat Body"
0.112689768747458,2.29410952207164,0.0251861405273317,0.875078265869144,0.967779546031648,"AdamTS-B","Response","Fat Body"
0.0286117131729849,3.57482592474156,0.0251087634715471,0.875268645178579,0.967779546031648,"CG3500","Response","Fat Body"
0.0938386070002849,6.69919284339844,0.0251200901812531,0.875294622978038,0.967779546031648,"trbl","Response","Fat Body"
0.0302729349142055,4.17506472412856,0.0250304341461701,0.875461674262881,0.967779546031648,"CG9344","Response","Fat Body"
-0.0639978045285897,3.41431972722548,0.132533898126711,0.875866019183718,0.968011176451044,"Arfrp1","Response","Fat Body"
-0.0201935313716037,6.35745965481227,0.024737975031547,0.876185141402183,0.96801963927511,"eIF2Bbeta","Response","Fat Body"
0.0377320795733656,4.53602847433633,0.0247064852075591,0.876263299951589,0.96801963927511,"CG10979","Response","Fat Body"
-0.045833079561693,3.55374708803089,0.0243941746359285,0.877041245100527,0.968663691243503,"RfC38","Response","Fat Body"
0.0535608937721974,2.63538107409567,0.0242337641674733,0.877442802160588,0.968862434955336,"mei-41","Response","Fat Body"
-0.0328410055235699,3.33155689719781,0.024166674197215,0.877611153095988,0.968862434955336,"pho","Response","Fat Body"
0.247809855049571,1.26555442517045,0.0237470142202653,0.878695514918322,0.969736586626421,"CG34427","Response","Fat Body"
-0.164640037947548,1.39637835400836,0.0235286191268042,0.879224367403278,0.969736586626421,"FBgn0187273","Response","Fat Body"
-0.0237020772771264,4.52435662903598,0.0231137913087351,0.880285236868219,0.969736586626421,"Hcs","Response","Fat Body"
0.0741325362167185,2.92285637354797,0.0231020451773445,0.880315417451851,0.969736586626421,"wac","Response","Fat Body"
0.0256264507038935,5.62320026592177,0.0230570759861684,0.880431034247024,0.969736586626421,"CG17765","Response","Fat Body"
-0.0280092785688323,6.12077326877019,0.0229586790982571,0.880684418153638,0.969736586626421,"CG8460","Response","Fat Body"
0.032808984253708,2.95490482117827,0.0228234795311798,0.881033481792841,0.969736586626421,"Myt1","Response","Fat Body"
0.0407903045652609,2.87063712151776,0.0227729456197927,0.881164223887523,0.969736586626421,"ftz-f1","Response","Fat Body"
-0.102287406103721,1.34304420535991,0.0227468074558606,0.881231907202982,0.969736586626421,"CG2990","Response","Fat Body"
0.0296295083459826,4.71457512706703,0.0227247619501102,0.881289023757951,0.969736586626421,"Med","Response","Fat Body"
-0.0426454940759028,4.60448246773044,0.0227235280615346,0.881292221413538,0.969736586626421,"CG16953","Response","Fat Body"
-0.0307323375409898,5.81675153886321,0.022632799512027,0.881527590870872,0.969736586626421,"CG16974","Response","Fat Body"
-0.0687602778682527,6.89931621199135,0.0225856532757223,0.881659682227502,0.969736586626421,"Nepl3","Response","Fat Body"
0.0295925111603347,4.49811962265638,0.0225507564600144,0.881740844326874,0.969736586626421,"CG12883.Dsim_GD21346","Response","Fat Body"
-0.0324752385263824,2.62372356024409,0.0234890460383912,0.881818427791478,0.969736586626421,"CG33057","Response","Fat Body"
0.0534579882127295,6.82001971540426,0.0224436829098162,0.882023122492811,0.969736586626421,"CG18858.CG31683","Response","Fat Body"
0.0302654501729014,3.74412993049374,0.0222646745702475,0.882487575912791,0.969736586626421,"CG6833","Response","Fat Body"
-0.0351942196360733,4.60399560860755,0.0222463441624668,0.882535588853496,0.969736586626421,"CG10465","Response","Fat Body"
-0.0517293047755106,7.02789150712159,0.0222162055855131,0.882615196300244,0.969736586626421,"CG30431","Response","Fat Body"
-0.0486134209412383,6.61273880799999,0.0221939192702614,0.882673017480245,0.969736586626421,"Nepl12","Response","Fat Body"
0.0221670940155293,4.47235098978723,0.0221922866721198,0.882677299900284,0.969736586626421,"CG12259","Response","Fat Body"
-0.115583285405744,5.1581618767164,0.0222042735558491,0.882696434154015,0.969736586626421,"Mdr49","Response","Fat Body"
-0.0233401612222433,5.15343038564697,0.022062121718307,0.883019251844253,0.969836863777293,"Prpk","Response","Fat Body"
0.0374985250207265,3.01719971429648,0.0219803805686895,0.883234518901897,0.969836863777293,"CG11777","Response","Fat Body"
-0.0317449280891972,3.56836191036219,0.0219277864282906,0.88337324319904,0.969836863777293,"TBC1d7","Response","Fat Body"
-0.0283331417266955,5.281915799519,0.0217895789758457,0.883738597504456,0.969924320036787,"Rho1","Response","Fat Body"
-0.0199016845007968,11.7514256248093,0.0217500569084618,0.88384329263968,0.969924320036787,"RpL23A","Response","Fat Body"
0.0369616991523347,5.77674921640733,0.0213905273492313,0.88480019913643,0.970653650998915,"CG8199","Response","Fat Body"
-0.0207030346899236,8.99190519182248,0.0213525859393231,0.884901660156874,0.970653650998915,"colt","Response","Fat Body"
0.0316918355309577,9.35677709554516,0.0212640559996284,0.885138761389763,0.970653650998915,"sea","Response","Fat Body"
0.0272225542357845,3.70544470307532,0.0211403144151743,0.885471013484641,0.970653650998915,"fs(1)K10","Response","Fat Body"
-0.0336323883106767,7.11149169100968,0.0211061445093579,0.885562936300556,0.970653650998915,"RpS28b","Response","Fat Body"
-0.0386021077477759,5.5568320366838,0.021062689917584,0.885679946393456,0.970653650998915,"CG9240","Response","Fat Body"
0.0821744969625065,1.58088516752058,0.0208768279729661,0.886181813839556,0.970989511128722,"wake","Response","Fat Body"
0.0468294921019661,5.32327276604426,0.0206771728653989,0.886723475158671,0.971368815710634,"alpha-Est9","Response","Fat Body"
0.0320279853604639,3.83642102816883,0.0204525464478169,0.887336086277539,0.971528494739221,"senju","Response","Fat Body"
-0.0409765936027206,5.77844763592088,0.0204444871305195,0.887358129688676,0.971528494739221,"ND-B14.5A","Response","Fat Body"
-0.0600036729336825,2.95446084050285,0.0204087996812623,0.887455793443615,0.971528494739221,"Pa1","Response","Fat Body"
0.0538105856296237,6.87088155191911,0.0202365082964823,0.887935958615891,0.971840039286864,"CG9616","Response","Fat Body"
-0.0182198724856544,8.2411674085877,0.0199203639476287,0.888801332236162,0.972462686376936,"Srp68","Response","Fat Body"
0.035795971243394,3.4374421250258,0.0198589830885444,0.888971609413634,0.972462686376936,"Mesh1","Response","Fat Body"
0.0380569866944647,6.9547798920815,0.0198129541594834,0.889099474947692,0.972462686376936,"Dhc64C","Response","Fat Body"
-0.0247976075209482,5.42792449283828,0.019745305935558,0.889287672951659,0.972462686376936,"CG14650","Response","Fat Body"
-0.112231870606784,3.52143376018391,0.0192148926384177,0.890831061417453,0.973936093329665,"FBgn0190121","Response","Fat Body"
-0.110410205617627,1.7730299802202,0.080873671283407,0.891355191617763,0.974294753002345,"Gpo2","Response","Fat Body"
0.0236835230793726,3.5294333926225,0.0188939651929841,0.891684827807771,0.974381266872499,"CG15916","Response","Fat Body"
-0.0323706820364639,3.59071199384424,0.018844240812499,0.891826524800991,0.974381266872499,"CG11399","Response","Fat Body"
0.0239945545565176,4.49635893397593,0.0187099328445748,0.892210210721334,0.974433067779576,"Mitf","Response","Fat Body"
0.0551393966777313,1.45181633045481,0.018475237768597,0.892884063891612,0.974433067779576,"Tim9a","Response","Fat Body"
0.0276585043680992,6.16358146096898,0.0184504345749641,0.892955532711558,0.974433067779576,"dare","Response","Fat Body"
-0.0442412789153053,2.54462052879308,0.0184227530354931,0.893035353133922,0.974433067779576,"wfs1","Response","Fat Body"
0.0407230426472071,3.73219987344057,0.0183949082767177,0.893115705881477,0.974433067779576,"CG3420","Response","Fat Body"
0.0288553329087156,8.9950815516219,0.0183520947652075,0.893239375565044,0.974433067779576,"ATPsynO","Response","Fat Body"
0.0258364372774792,5.08005961028526,0.018324285755584,0.893319782508188,0.974433067779576,"CSN5","Response","Fat Body"
0.0393252154480988,3.13253909538749,0.0350882775519629,0.893442756450744,0.974433067779576,"CG2924","Response","Fat Body"
0.0615494342541619,2.05443363294844,0.0180591628058416,0.894089502024128,0.974924453710312,"SNF4Agamma","Response","Fat Body"
0.277123834107691,1.73199632122319,0.0323154595444917,0.894468072736036,0.975123267535183,"Mgstl","Response","Fat Body"
0.139783690136117,8.66924873252849,0.0178581838830333,0.894756299002733,0.975223524839785,"Hsp26","Response","Fat Body"
0.0471037045488351,4.12986049182672,0.0174254865589682,0.895952875869712,0.976313561446623,"drk","Response","Fat Body"
0.163179867250796,0.716593440093248,0.0172711747231452,0.896411841777411,0.976566321729678,"mol","Response","Fat Body"
0.0295629355626798,6.35055661416479,0.0172155170443422,0.896577894894504,0.976566321729678,"CG2747","Response","Fat Body"
-0.018069749602984,7.58195632109003,0.0171339266969855,0.896821811992893,0.976613291662552,"CG40160","Response","Fat Body"
-0.0598082656636578,7.3853103934373,0.0170770235509193,0.897014100049887,0.976613291662552,"obe","Response","Fat Body"
-0.0589670552066237,3.7339042306499,0.0169883925245398,0.89725836327495,0.976665237045613,"Ugt35E1.Ugt35E2.Ugt35D1.Dsim_GD20683","Response","Fat Body"
0.0573380211137646,1.95228356994112,0.0169012953631218,0.89752053467262,0.976736648442454,"CG12728.CG32756","Response","Fat Body"
-0.0245830575916295,5.8397796760551,0.0167595626919657,0.897948638221666,0.976988566525829,"ABCB7","Response","Fat Body"
0.0235215358221718,4.62043225729152,0.0165112640659402,0.898703087298316,0.97733704310672,"Cul3","Response","Fat Body"
-0.02257729029343,5.76245303322317,0.0165041697684316,0.898724727633372,0.97733704310672,"TfIIA-L","Response","Fat Body"
0.0186476297270739,6.35301727800566,0.0164601917793507,0.898858983094729,0.97733704310672,"CG1307","Response","Fat Body"
-0.0739736664185117,1.80205987342006,0.0162386075648998,0.899538224487649,0.977757973387629,"ppk21","Response","Fat Body"
-0.147526898898849,9.57963920540695,0.0161545617019816,0.899878202479125,0.977757973387629,"Hsp70Aa.Hsp70Ab.Hsp70Ba.Hsp70Bb.Hsp70Bc.Hsp70Bbb.Dsim_Hsp70Ba","Response","Fat Body"
0.108948665319694,9.1582485276825,0.0161073965651587,0.900009142749605,0.977757973387629,"DnaJ-1","Response","Fat Body"
0.0279761391578618,5.92929303108209,0.0160780968218878,0.900033199894348,0.977757973387629,"SdhD","Response","Fat Body"
-0.0244685006175915,4.76456718475127,0.0158933505999935,0.900606031256099,0.978159273889672,"Not3","Response","Fat Body"
-0.0292998136164944,3.49753377211358,0.0158322248512107,0.900796304552051,0.978159273889672,"coro","Response","Fat Body"
0.0219754089799751,6.08801730313734,0.0157037549490616,0.901197428572613,0.978381040545623,"Lnpk","Response","Fat Body"
-0.025183601056741,3.42626263975216,0.0156144239432492,0.901477332153106,0.978471136624898,"por","Response","Fat Body"
0.172106021176272,1.82534032564993,0.0155219423683656,0.901792155794448,0.978599087604851,"CG31106","Response","Fat Body"
0.0329065397752873,5.21051149321854,0.0152396838996368,0.902660477080031,0.97905572897916,"axo","Response","Fat Body"
0.226201164737272,7.44803696610988,0.0152545752675158,0.902691968719633,0.97905572897916,"Mur18B","Response","Fat Body"
-0.0223385771548211,7.11633850731188,0.0151945226883276,0.90280405517861,0.97905572897916,"ND-B16.6","Response","Fat Body"
-0.169025918382323,4.51887433199266,0.0150950666224298,0.903199383949493,0.979148065207811,"CG30371","Response","Fat Body"
-0.0298648955834094,6.36454184292695,0.0150442724212352,0.903283302659007,0.979148065207811,"gem","Response","Fat Body"
-0.0591781644476315,4.88196581829728,0.0148981066711641,0.903778078829012,0.979276901903001,"Spn","Response","Fat Body"
-0.0384707149240806,5.82120666204796,0.0148842776494059,0.903796311557087,0.979276901903001,"Chd64","Response","Fat Body"
0.0225153180336111,8.56572772742932,0.0148213016653305,0.903999005914888,0.979282986786806,"SrpRalpha","Response","Fat Body"
0.0289639636882346,4.75100462381944,0.0147387158152471,0.904265480361716,0.9793581455792,"UbcE2H","Response","Fat Body"
-0.0239144332993895,8.39962781951454,0.014398136398647,0.905372496688326,0.980053615661551,"FBgn0188084","Response","Fat Body"
0.0310547147716479,2.67973619265309,0.0143811152183549,0.905428169047891,0.980053615661551,"APC4","Response","Fat Body"
0.0199436606025023,5.93513816417573,0.0143593747631115,0.905499325719899,0.980053615661551,"Cals","Response","Fat Body"
-0.0207834843672651,4.37919600249746,0.0142779117709601,0.905766442104027,0.980129235804641,"mkg-p","Response","Fat Body"
-0.0199679787278017,4.04308291338055,0.0138670705935297,0.907125525807634,0.981229181967476,"CG11110","Response","Fat Body"
-0.0180799027414423,4.34010072638843,0.0138354391057034,0.907231006012861,0.981229181967476,"Wdr92","Response","Fat Body"
-0.0212195551372442,4.43783119325909,0.0137773577527475,0.907425006443636,0.981229181967476,"NELF-B","Response","Fat Body"
-0.0308748635834019,6.08983774766372,0.0137113233674598,0.907646075722789,0.981229181967476,"Npc1a","Response","Fat Body"
-0.0302501731123517,4.71932694786815,0.0136742918892944,0.907770285672065,0.981229181967476,"mRpL20","Response","Fat Body"
0.0194020764008085,5.75924169201866,0.0135618739481164,0.90814840326,0.981324465711818,"CG6686","Response","Fat Body"
0.0465431435792237,1.91039507654954,0.0134976262714599,0.908365214119369,0.981324465711818,"CG14102","Response","Fat Body"
-0.0184999186084306,4.75326449057319,0.0134666872120584,0.908469808026112,0.981324465711818,"mio","Response","Fat Body"
-0.0227659878289852,4.7674008652188,0.0133881316673094,0.908735924897906,0.981324465711818,"TfIIEalpha","Response","Fat Body"
0.129706339101966,2.88275923257726,0.0133615717465959,0.908876354547568,0.981324465711818,"Corin","Response","Fat Body"
